"activity_id,""athlete_id"",""club_id"",""event_status"",""event_status_presence"",""first_name"",""foster_load"",""last_name"",""rpe"",""rpe_effective_time"",""sport_id"",""total_trimp"",""zone_1_time"",""zone_2_time"",""zone_3_time"",""zone_4_time"",""zone_5_time"",""trmittel_general"",""trmittel_nordisch"""
"67658,46,6,Available,1,CrossCountry,,Athlete,,,9,30.000000000,""00:30:00"",""00:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",Fahrradergometer/Spinning,"
"67929,46,6,Available,1,CrossCountry,,Athlete,,,9,95.000000000,""01:25:00"",""00:05:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Rollski"
"67930,46,6,Available,1,CrossCountry,,Athlete,,,9,163.000000000,""00:19:00"",""01:09:00"",""00:02:00"",""00:00:00"",""00:00:00"",,Rollski"
"68054,46,6,Available,1,CrossCountry,,Athlete,,,9,15.000000000,""00:15:00"",""00:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",Fahrradergometer/Spinning,"
"68056,46,6,Available,1,CrossCountry,,Athlete,,,9,85.000000000,""01:25:00"",""00:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",Rennvelo,"
"68057,46,6,Available,1,CrossCountry,,Athlete,,,9,35.000000000,""00:35:00"",""00:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"68086,46,6,Available,1,CrossCountry,,Athlete,,,9,196.000000000,""00:49:00"",""00:22:00"",""00:33:00"",""00:01:00"",""00:00:00"",,Rollski"
"68115,46,6,Available,1,CrossCountry,,Athlete,,,9,15.000000000,""00:15:00"",""00:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",Fahrradergometer/Spinning,"
"68116,46,6,Available,1,CrossCountry,,Athlete,,,9,15.000000000,""00:15:00"",""00:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"68426,46,6,Available,1,CrossCountry,,Athlete,,,9,126.000000000,""01:54:00"",""00:06:00"",""00:00:00"",""00:00:00"",""00:00:00"",Rennvelo,"
"69111,46,6,Available,1,CrossCountry,,Athlete,,,9,138.000000000,""00:55:00"",""00:22:00"",""00:13:00"",""00:00:00"",""00:00:00"",,Rollski"
"69239,46,6,Available,1,CrossCountry,,Athlete,,,9,293.000000000,""00:35:00"",""00:26:00"",""00:27:00"",""00:25:00"",""00:05:00"",,Rollski"
"69241,46,6,Available,1,CrossCountry,,Athlete,,,9,65.000000000,""00:55:00"",""00:05:00"",""00:00:00"",""00:00:00"",""00:00:00"",Rennvelo,"
"69242,46,6,Available,1,CrossCountry,,Athlete,,,9,30.000000000,""00:30:00"",""00:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"69548,46,6,Available,1,CrossCountry,,Athlete,,,9,252.000000000,""00:55:00"",""01:28:00"",""00:07:00"",""00:00:00"",""00:00:00"",,Rollski"
"69549,46,6,Available,1,CrossCountry,,Athlete,,,9,41.000000000,""00:19:00"",""00:11:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"70448,46,6,Available,1,CrossCountry,,Athlete,,,9,122.000000000,""01:58:00"",""00:02:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Rollski"
"70450,46,6,Available,1,CrossCountry,,Athlete,,,9,30.000000000,""00:30:00"",""00:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"70451,46,6,Available,1,CrossCountry,,Athlete,,,9,72.000000000,""01:08:00"",""00:02:00"",""00:00:00"",""00:00:00"",""00:00:00"",Rennvelo,"
"71308,46,6,Available,1,CrossCountry,,Athlete,,,9,113.000000000,""01:37:00"",""00:08:00"",""00:00:00"",""00:00:00"",""00:00:00"",Rennvelo,"
"71309,46,6,Available,1,CrossCountry,,Athlete,,,9,211.000000000,""00:32:00"",""00:25:00"",""00:43:00"",""00:00:00"",""00:00:00"",,Rollski"
"71405,46,6,Available,1,CrossCountry,,Athlete,,,9,202.000000000,""00:40:00"",""00:23:00"",""00:32:00"",""00:05:00"",""00:00:00"",,Fusslauf"
"71406,46,6,Available,1,CrossCountry,,Athlete,,,9,99.000000000,""01:21:00"",""00:09:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Rollski"
"71634,46,6,Available,1,CrossCountry,,Athlete,,,9,103.000000000,""00:59:00"",""00:19:00"",""00:02:00"",""00:00:00"",""00:00:00"",,Rollski"
"71834,46,6,Available,1,CrossCountry,,Athlete,,,9,179.000000000,""00:47:00"",""00:18:00"",""00:24:00"",""00:06:00"",""00:00:00"",,Fusslauf"
"71835,46,6,Available,1,CrossCountry,,Athlete,,,9,76.000000000,""01:04:00"",""00:06:00"",""00:00:00"",""00:00:00"",""00:00:00"",Rennvelo,"
"72106,46,6,Available,1,CrossCountry,,Athlete,,,9,204.000000000,""01:38:00"",""00:50:00"",""00:02:00"",""00:00:00"",""00:00:00"",,Rollski"
"72562,46,6,Available,1,CrossCountry,,Athlete,,,9,176.000000000,""01:30:00"",""00:15:00"",""00:07:00"",""00:05:00"",""00:03:00"",,Rollski"
"72585,46,6,Available,1,CrossCountry,,Athlete,,,9,30.000000000,""00:30:00"",""00:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"72586,46,6,Available,1,CrossCountry,,Athlete,,,9,15.000000000,""00:15:00"",""00:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",Rennvelo,"
"72832,46,6,Available,1,CrossCountry,,Athlete,,,9,109.000000000,""01:31:00"",""00:09:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Rollski"
"72889,46,6,Available,1,CrossCountry,,Athlete,,,9,278.000000000,""00:50:00"",""00:25:00"",""00:15:00"",""00:17:00"",""00:13:00"",,Rollski"
"72890,46,6,Available,1,CrossCountry,,Athlete,,,9,75.000000000,""01:15:00"",""00:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",Rennvelo,"
"72892,46,6,Available,1,CrossCountry,,Athlete,,,9,20.000000000,""00:20:00"",""00:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"73135,46,6,Available,1,CrossCountry,,Athlete,,,9,90.000000000,""00:53:00"",""00:14:00"",""00:03:00"",""00:00:00"",""00:00:00"",,Rollski"
"73219,46,6,Available,1,CrossCountry,,Athlete,,,9,234.000000000,""00:36:00"",""00:27:00"",""00:15:00"",""00:11:00"",""00:11:00"",,Rollski"
"73220,46,6,Available,1,CrossCountry,,Athlete,,,9,134.000000000,""01:16:00"",""00:29:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Rollski"
"73376,46,6,Available,1,CrossCountry,,Athlete,,,9,134.000000000,""00:13:00"",""00:50:00"",""00:07:00"",""00:00:00"",""00:00:00"",,Rollski"
"73377,46,6,Available,1,CrossCountry,,Athlete,,,9,103.000000000,""01:37:00"",""00:03:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"73433,46,6,Available,1,CrossCountry,,Athlete,,,9,131.000000000,""01:11:00"",""00:27:00"",""00:02:00"",""00:00:00"",""00:00:00"",,Rollski"
"73484,46,6,Available,1,CrossCountry,,Athlete,,,9,54.000000000,""00:46:00"",""00:04:00"",""00:00:00"",""00:00:00"",""00:00:00"",Rennvelo,"
"73486,46,6,Available,1,CrossCountry,,Athlete,,,9,40.000000000,""00:40:00"",""00:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"73505,46,6,Available,1,CrossCountry,,Athlete,,,9,90.000000000,""01:30:00"",""00:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Rollski"
"73548,46,6,Available,1,CrossCountry,,Athlete,,,9,234.000000000,""00:52:00"",""00:10:00"",""00:10:00"",""00:33:00"",""00:00:00"",,Fusslauf"
"73635,46,6,Available,1,CrossCountry,,Athlete,,,9,30.000000000,""00:30:00"",""00:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",Fahrradergometer/Spinning,"
"73886,46,6,Available,1,CrossCountry,,Athlete,,,9,10.000000000,""00:10:00"",""00:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"73887,46,6,Available,1,CrossCountry,,Athlete,,,9,10.000000000,""00:10:00"",""00:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"73888,46,6,Available,1,CrossCountry,,Athlete,,,9,156.000000000,""00:15:00"",""00:20:00"",""00:07:00"",""00:10:00"",""00:08:00"",,Rollski"
"73890,46,6,Available,1,CrossCountry,,Athlete,,,9,10.000000000,""00:10:00"",""00:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"73892,46,6,Available,1,CrossCountry,,Athlete,,,9,63.000000000,""00:10:00"",""00:04:00"",""00:03:00"",""00:04:00"",""00:04:00"",,Rollski"
"73893,46,6,Available,1,CrossCountry,,Athlete,,,9,15.000000000,""00:15:00"",""00:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"74073,46,6,Available,1,CrossCountry,,Athlete,,,9,10.000000000,""00:10:00"",""00:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"74075,46,6,Available,1,CrossCountry,,Athlete,,,9,163.000000000,""00:10:00"",""00:05:00"",""00:02:00"",""00:03:00"",""00:25:00"",,Rollski"
"74076,46,6,Available,1,CrossCountry,,Athlete,,,9,15.000000000,""00:15:00"",""00:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"74161,46,6,Available,1,CrossCountry,,Athlete,,,9,88.000000000,""00:35:00"",""00:22:00"",""00:03:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"74374,46,6,Available,1,CrossCountry,,Athlete,,,9,162.000000000,""00:28:00"",""00:52:00"",""00:10:00"",""00:00:00"",""00:00:00"",,Rollski"
"74375,46,6,Available,1,CrossCountry,,Athlete,,,9,188.000000000,""00:50:00"",""00:15:00"",""00:05:00"",""00:07:00"",""00:13:00"",,Fusslauf"
"74452,46,6,Available,1,CrossCountry,,Athlete,,,9,199.000000000,""00:55:00"",""00:23:00"",""00:12:00"",""00:13:00"",""00:02:00"",,Rollski"
"74453,46,6,Available,1,CrossCountry,,Athlete,,,9,21.000000000,""00:19:00"",""00:01:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"74480,46,6,Available,1,CrossCountry,,Athlete,,,9,190.000000000,""00:44:00"",""00:13:00"",""00:04:00"",""00:12:00"",""00:12:00"",,Fusslauf"
"74939,46,6,Available,1,CrossCountry,,Athlete,,,9,266.000000000,""00:47:00"",""01:30:00"",""00:13:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"74992,46,6,Available,1,CrossCountry,,Athlete,,,9,95.000000000,""00:57:00"",""00:16:00"",""00:02:00"",""00:00:00"",""00:00:00"",,Rollski"
"75023,46,6,Available,1,CrossCountry,,Athlete,,,9,206.000000000,""00:51:00"",""00:24:00"",""00:13:00"",""00:17:00"",""00:00:00"",,Rollski"
"75024,46,6,Available,1,CrossCountry,,Athlete,,,9,47.000000000,""00:43:00"",""00:02:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"75025,46,6,Available,1,CrossCountry,,Athlete,,,9,45.000000000,""00:45:00"",""00:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",,"
"75331,46,6,Available,1,CrossCountry,,Athlete,,,9,199.000000000,""01:41:00"",""00:49:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Rollski"
"75332,46,6,Available,1,CrossCountry,,Athlete,,,9,55.000000000,""00:45:00"",""00:05:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"75406,46,6,Available,1,CrossCountry,,Athlete,,,9,179.000000000,""00:41:00"",""00:54:00"",""00:10:00"",""00:00:00"",""00:00:00"",,Rollski"
"75548,46,6,Available,1,CrossCountry,,Athlete,,,9,72.000000000,""00:48:00"",""00:12:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"75593,46,6,Available,1,CrossCountry,,Athlete,,,9,276.000000000,""00:52:00"",""00:24:00"",""00:09:00"",""00:26:00"",""00:09:00"",,Rollski"
"75594,46,6,Available,1,CrossCountry,,Athlete,,,9,210.000000000,""01:03:00"",""00:05:00"",""00:11:00"",""00:26:00"",""00:00:00"",,Fusslauf"
"75610,46,6,Available,1,CrossCountry,,Athlete,,,9,193.000000000,""00:50:00"",""01:07:00"",""00:03:00"",""00:00:00"",""00:00:00"",,Rollski"
"75709,46,6,Available,1,CrossCountry,,Athlete,,,9,132.000000000,""00:58:00"",""00:37:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Rollski"
"75878,46,6,Available,1,CrossCountry,,Athlete,,,9,183.000000000,""02:57:00"",""00:03:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"75924,46,6,Available,1,CrossCountry,,Athlete,,,9,269.000000000,""00:31:00"",""00:36:00"",""00:10:00"",""00:29:00"",""00:04:00"",,Rollski"
"76126,46,6,Available,1,CrossCountry,,Athlete,,,9,228.000000000,""01:49:00"",""00:19:00"",""00:07:00"",""00:15:00"",""00:00:00"",,Rollski"
"76127,46,6,Available,1,CrossCountry,,Athlete,,,9,172.000000000,""01:08:00"",""00:52:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Rollski"
"76239,46,6,Available,1,CrossCountry,,Athlete,,,9,60.000000000,""01:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"76242,46,6,Available,1,CrossCountry,,Athlete,,,9,185.000000000,""02:25:00"",""00:20:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"76504,46,6,Available,1,CrossCountry,,Athlete,,,9,75.000000000,""00:48:00"",""00:09:00"",""00:03:00"",""00:00:00"",""00:00:00"",,Rollski"
"76639,46,6,Available,1,CrossCountry,,Athlete,,,9,204.000000000,""01:15:00"",""00:17:00"",""00:09:00"",""00:17:00"",""00:00:00"",,Fusslauf"
"76640,46,6,Available,1,CrossCountry,,Athlete,,,9,113.000000000,""00:57:00"",""00:28:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Rollski"
"76840,46,6,Available,1,CrossCountry,,Athlete,,,9,145.000000000,""01:35:00"",""00:25:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Rollski"
"76841,46,6,Available,1,CrossCountry,,Athlete,,,9,60.000000000,""01:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"76885,46,6,Available,1,CrossCountry,,Athlete,,,9,200.000000000,""01:00:00"",""00:45:00"",""00:10:00"",""00:05:00"",""00:00:00"",,Rollski"
"76935,46,6,Available,1,CrossCountry,,Athlete,,,9,129.000000000,""01:01:00"",""00:34:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"76938,46,6,Available,1,CrossCountry,,Athlete,,,9,235.000000000,""00:22:00"",""00:24:00"",""00:16:00"",""00:23:00"",""00:05:00"",,Rollski"
"77336,46,6,Available,1,CrossCountry,,Athlete,,,9,92.000000000,""00:59:00"",""00:15:00"",""00:01:00"",""00:00:00"",""00:00:00"",,Rollski"
"77338,46,6,Available,1,CrossCountry,,Athlete,,,9,244.000000000,""00:23:00"",""00:27:00"",""00:09:00"",""00:15:00"",""00:16:00"",,Rollski"
"77342,46,6,Available,1,CrossCountry,,Athlete,,,9,98.000000000,""01:22:00"",""00:08:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Rollski"
"77490,46,6,Available,1,CrossCountry,,Athlete,,,9,104.000000000,""01:16:00"",""00:14:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Rollski"
"77495,46,6,Available,1,CrossCountry,,Athlete,,,9,77.000000000,""01:13:00"",""00:02:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"77496,46,6,Available,1,CrossCountry,,Athlete,,,9,110.000000000,""01:00:00"",""00:25:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"77845,46,6,Available,1,CrossCountry,,Athlete,,,9,214.000000000,""00:43:00"",""01:00:00"",""00:17:00"",""00:00:00"",""00:00:00"",,Ski"
"77846,46,6,Available,1,CrossCountry,,Athlete,,,9,239.000000000,""01:05:00"",""00:24:00"",""00:03:00"",""00:23:00"",""00:05:00"",,Fusslauf"
"77849,46,6,Available,1,CrossCountry,,Athlete,,,9,105.000000000,""01:15:00"",""00:15:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"77926,46,6,Available,1,CrossCountry,,Athlete,,,9,196.000000000,""01:18:00"",""00:53:00"",""00:04:00"",""00:00:00"",""00:00:00"",,Ski"
"78111,46,6,Available,1,CrossCountry,,Athlete,,,9,169.000000000,""01:16:00"",""00:39:00"",""00:05:00"",""00:00:00"",""00:00:00"",,Ski"
"78112,46,6,Available,1,CrossCountry,,Athlete,,,9,90.000000000,""01:20:00"",""00:05:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"78174,46,6,Available,1,CrossCountry,,Athlete,,,9,66.000000000,""00:54:00"",""00:06:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Rollski"
"78175,46,6,Available,1,CrossCountry,,Athlete,,,9,147.000000000,""01:13:00"",""00:37:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Rollski"
"78270,46,6,Available,1,CrossCountry,,Athlete,,,9,46.000000000,""00:44:00"",""00:01:00"",""00:00:00"",""00:00:00"",""00:00:00"",Rennvelo,"
"78271,46,6,Available,1,CrossCountry,,Athlete,,,9,135.000000000,""01:45:00"",""00:15:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Ski"
"78272,46,6,Available,1,CrossCountry,,Athlete,,,9,117.000000000,""01:03:00"",""00:27:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Ski"
"78674,46,6,Available,1,CrossCountry,,Athlete,,,9,90.000000000,""00:30:00"",""00:30:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Ski"
"78738,46,6,Available,1,CrossCountry,,Athlete,,,9,45.000000000,""00:45:00"",""00:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",Rennvelo,"
"78740,46,6,Available,1,CrossCountry,,Athlete,,,9,148.000000000,""00:39:00"",""00:44:00"",""00:07:00"",""00:00:00"",""00:00:00"",,Ski"
"78868,46,6,Available,1,CrossCountry,,Athlete,,,9,10.000000000,""00:10:00"",""00:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",Rennvelo,"
"78869,46,6,Available,1,CrossCountry,,Athlete,,,9,165.000000000,""00:30:00"",""00:15:00"",""00:15:00"",""00:15:00"",""00:00:00"",,Rollski"
"78870,46,6,Available,1,CrossCountry,,Athlete,,,9,20.000000000,""00:20:00"",""00:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",Rennvelo,"
"78871,46,6,Available,1,CrossCountry,,Athlete,,,9,15.000000000,""00:15:00"",""00:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"79148,46,6,Available,1,CrossCountry,,Athlete,,,9,164.000000000,""01:20:00"",""00:36:00"",""00:04:00"",""00:00:00"",""00:00:00"",,Ski"
"79272,46,6,Available,1,CrossCountry,,Athlete,,,9,232.000000000,""01:18:00"",""01:02:00"",""00:10:00"",""00:00:00"",""00:00:00"",,Ski"
"79273,46,6,Available,1,CrossCountry,,Athlete,,,9,62.000000000,""00:58:00"",""00:02:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"79349,46,6,Available,1,CrossCountry,,Athlete,,,9,146.000000000,""00:36:00"",""00:52:00"",""00:02:00"",""00:00:00"",""00:00:00"",,Ski"
"79350,46,6,Available,1,CrossCountry,,Athlete,,,9,230.000000000,""01:04:00"",""00:23:00"",""00:13:00"",""00:19:00"",""00:01:00"",,Ski"
"79376,46,6,Available,1,CrossCountry,,Athlete,,,9,108.000000000,""00:43:00"",""00:31:00"",""00:01:00"",""00:00:00"",""00:00:00"",,Ski"
"79377,46,6,Available,1,CrossCountry,,Athlete,,,9,136.000000000,""01:15:00"",""00:29:00"",""00:01:00"",""00:00:00"",""00:00:00"",,Ski"
"79437,46,6,Available,1,CrossCountry,,Athlete,,,9,40.000000000,""00:30:00"",""00:05:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"79561,46,6,Available,1,CrossCountry,,Athlete,,,9,180.000000000,""01:10:00"",""00:40:00"",""00:10:00"",""00:00:00"",""00:00:00"",,Ski"
"79649,46,6,Available,1,CrossCountry,,Athlete,,,9,83.000000000,""01:17:00"",""00:03:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"79650,46,6,Available,1,CrossCountry,,Athlete,,,9,248.000000000,""00:49:00"",""00:39:00"",""00:09:00"",""00:21:00"",""00:02:00"",,Ski"
"79823,46,6,Available,1,CrossCountry,,Athlete,,,9,50.000000000,""00:50:00"",""00:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"79824,46,6,Available,1,CrossCountry,,Athlete,,,9,169.000000000,""00:47:00"",""00:52:00"",""00:06:00"",""00:00:00"",""00:00:00"",,Ski"
"79825,46,6,Available,1,CrossCountry,,Athlete,,,9,93.000000000,""00:27:00"",""00:33:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Ski"
"79915,46,6,Available,1,CrossCountry,,Athlete,,,9,257.000000000,""00:30:00"",""00:10:00"",""00:10:00"",""00:23:00"",""00:17:00"",,Ski"
"79916,46,6,Available,1,CrossCountry,,Athlete,,,9,10.000000000,""00:10:00"",""00:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"80101,46,6,Available,1,CrossCountry,,Athlete,,,9,110.000000000,""01:10:00"",""00:20:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Ski"
"80102,46,6,Available,1,CrossCountry,,Athlete,,,9,180.000000000,""01:00:00"",""01:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Ski"
"80103,46,6,Available,1,CrossCountry,,Athlete,,,9,88.000000000,""00:32:00"",""00:28:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Ski"
"80141,46,6,Available,1,CrossCountry,,Athlete,,,9,158.000000000,""00:46:00"",""00:03:00"",""00:05:00"",""00:14:00"",""00:07:00"",,Fusslauf"
"80142,46,6,Available,1,CrossCountry,,Athlete,,,9,15.000000000,""00:15:00"",""00:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",Rennvelo,"
"80262,46,6,Available,1,CrossCountry,,Athlete,,,9,155.000000000,""01:27:00"",""00:31:00"",""00:02:00"",""00:00:00"",""00:00:00"",,Ski"
"80263,46,6,Available,1,CrossCountry,,Athlete,,,9,108.000000000,""01:12:00"",""00:18:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Ski"
"80598,46,6,Available,1,CrossCountry,,Athlete,,,9,221.000000000,""01:06:00"",""00:25:00"",""00:11:00"",""00:18:00"",""00:00:00"",,Ski"
"80600,46,6,Available,1,CrossCountry,,Athlete,,,9,71.000000000,""00:22:00"",""00:20:00"",""00:03:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"80789,46,6,Available,1,CrossCountry,,Athlete,,,9,30.000000000,""00:30:00"",""00:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",Rennvelo,"
"80791,46,6,Available,1,CrossCountry,,Athlete,,,9,186.000000000,""00:55:00"",""00:22:00"",""00:05:00"",""00:18:00"",""00:00:00"",,Ski"
"80894,46,6,Available,1,CrossCountry,,Athlete,,,9,105.000000000,""01:15:00"",""00:15:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Ski"
"81133,46,6,Available,1,CrossCountry,,Athlete,,,9,61.000000000,""00:50:00"",""00:04:00"",""00:01:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"81134,46,6,Available,1,CrossCountry,,Athlete,,,9,161.000000000,""01:20:00"",""00:39:00"",""00:01:00"",""00:00:00"",""00:00:00"",,Ski"
"81135,46,6,Available,1,CrossCountry,,Athlete,,,9,51.000000000,""00:09:00"",""00:21:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"81319,46,6,Available,1,CrossCountry,,Athlete,,,9,93.000000000,""01:17:00"",""00:08:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Ski"
"81361,46,6,Available,1,CrossCountry,,Athlete,,,9,45.000000000,""00:25:00"",""00:10:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"81362,46,6,Available,1,CrossCountry,,Athlete,,,9,25.000000000,""00:25:00"",""00:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",Rennvelo,"
"81363,46,6,Available,1,CrossCountry,,Athlete,,,9,169.000000000,""00:34:00"",""00:20:00"",""00:09:00"",""00:17:00"",""00:00:00"",,Ski"
"81453,46,6,Available,1,CrossCountry,,Athlete,,,9,195.000000000,""00:55:00"",""00:55:00"",""00:10:00"",""00:00:00"",""00:00:00"",,Ski"
"81454,46,6,Available,1,CrossCountry,,Athlete,,,9,10.000000000,""00:10:00"",""00:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",Rennvelo,"
"81618,46,6,Available,1,CrossCountry,,Athlete,,,9,116.000000000,""00:42:00"",""00:25:00"",""00:08:00"",""00:00:00"",""00:00:00"",,Ski"
"81619,46,6,Available,1,CrossCountry,,Athlete,,,9,62.000000000,""00:28:00"",""00:17:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Ski"
"81620,46,6,Available,1,CrossCountry,,Athlete,,,9,20.000000000,""00:20:00"",""00:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",Rennvelo,"
"81621,46,6,Available,1,CrossCountry,,Athlete,,,9,64.000000000,""00:17:00"",""00:10:00"",""00:05:00"",""00:03:00"",""00:00:00"",,Rollski"
"81673,46,6,Available,1,CrossCountry,,Athlete,,,9,40.000000000,""00:10:00"",""00:15:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"81674,46,6,Available,1,CrossCountry,,Athlete,,,9,340.000000000,""00:22:00"",""00:35:00"",""00:25:00"",""00:17:00"",""00:21:00"",,Ski"
"81675,46,6,Available,1,CrossCountry,,Athlete,,,9,52.000000000,""00:38:00"",""00:07:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"81789,46,6,Available,1,CrossCountry,,Athlete,,,9,303.000000000,""01:05:00"",""00:17:00"",""00:13:00"",""00:35:00"",""00:05:00"",,Ski"
"82011,46,6,Available,1,CrossCountry,,Athlete,,,9,154.000000000,""01:10:00"",""00:36:00"",""00:04:00"",""00:00:00"",""00:00:00"",,Ski"
"82012,46,6,Available,1,CrossCountry,,Athlete,,,9,104.000000000,""01:16:00"",""00:14:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Ski"
"82296,46,6,Available,1,CrossCountry,,Athlete,,,9,30.000000000,""00:30:00"",""00:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"82297,46,6,Available,1,CrossCountry,,Athlete,,,9,259.000000000,""00:23:00"",""00:21:00"",""00:30:00"",""00:26:00"",""00:00:00"",,Ski"
"82424,46,6,Available,1,CrossCountry,,Athlete,,,9,41.000000000,""00:29:00"",""00:06:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"82425,46,6,Available,1,CrossCountry,,Athlete,,,9,10.000000000,""00:10:00"",""00:00:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"82426,46,6,Available,1,CrossCountry,,Athlete,,,9,416.000000000,""00:12:00"",""01:01:00"",""00:38:00"",""00:27:00"",""00:12:00"",,Ski"
"82491,46,6,Available,1,CrossCountry,,Athlete,,,9,49.000000000,""00:11:00"",""00:19:00"",""00:00:00"",""00:00:00"",""00:00:00"",,Fusslauf"
"82619,46,6,Available,1,CrossCountry,,Athlete,,,9,280.000000000,""00:17:00"",""00:23:00"",""00:17:00"",""00:19:00"",""00:18:00"",,Ski"
